#EventID,Time,month,Latitude,Longitude,DepthInKm,Author,MagType,mag_range,Magnitude,EventLocationName,EventType
33311831,2022-11-09T11:08:33.710000,2022-11,39.8937,15.7407,15.9,SURVEY-INGV,ML,'2-3,2.6,"Golfo di Policastro (Salerno, Potenza)",earthquake
33312591,2022-11-09T12:02:55.080000,2022-11,44.0073,13.2732,7.6,SURVEY-INGV,ML,'3-4,3.1,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33312661,2022-11-09T12:10:02.340000,2022-11,43.9552,13.2607,6,BULLETIN-INGV,ML,'3-4,3.8,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33313001,2022-11-09T12:13:03.550000,2022-11,43.9455,13.3225,10,SURVEY-INGV,ML,'2-3,2.2,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33313151,2022-11-09T12:20:59.790000,2022-11,43.9592,13.3338,9.4,SURVEY-INGV,ML,'2-3,2,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33313411,2022-11-09T12:33:52.040000,2022-11,43.9032,13.3912,8.1,SURVEY-INGV,ML,'2-3,2.3,Costa Marchigiana Anconetana (Ancona),earthquake
33313541,2022-11-09T12:44:13.490000,2022-11,43.9847,13.2672,9.7,SURVEY-INGV,ML,'2-3,2.4,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33314141,2022-11-09T13:34:23.230000,2022-11,43.9542,13.3607,7,SURVEY-INGV,ML,'2-3,2.2,Costa Marchigiana Anconetana (Ancona),earthquake
33314211,2022-11-09T13:37:46.800000,2022-11,43.9453,13.3137,8.8,SURVEY-INGV,ML,'2-3,2.6,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33314431,2022-11-09T13:54:07.570000,2022-11,43.9452,13.2937,10,SURVEY-INGV,ML,'2-3,2,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33315141,2022-11-09T14:47:27.150000,2022-11,43.9153,13.2627,13,SURVEY-INGV,ML,'2-3,2.3,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33315491,2022-11-09T15:23:39.130000,2022-11,44.002,13.2957,9.2,SURVEY-INGV,ML,'2-3,2.2,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33315611,2022-11-09T15:26:21.910000,2022-11,44.0115,13.2782,26.4,SURVEY-INGV,ML,'2-3,2.4,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33315841,2022-11-09T15:40:34.560000,2022-11,43.9717,13.3347,10,SURVEY-INGV,ML,'2-3,2.2,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33316341,2022-11-09T16:10:36.100000,2022-11,43.8897,13.2717,24.3,SURVEY-INGV,ML,'2-3,2.5,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33317181,2022-11-09T16:50:09.650000,2022-11,43.9082,13.3105,6.7,SURVEY-INGV,ML,'2-3,2.3,Costa Marchigiana Anconetana (Ancona),earthquake
33317491,2022-11-09T17:19:36.910000,2022-11,43.9168,13.3357,9.5,SURVEY-INGV,ML,'2-3,2.2,Costa Marchigiana Anconetana (Ancona),earthquake
33318211,2022-11-09T18:29:38.920000,2022-11,43.8938,13.2253,21.3,SURVEY-INGV,ML,'2-3,2.1,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33319191,2022-11-09T20:23:29.870000,2022-11,43.9012,13.3197,9.7,SURVEY-INGV,ML,'2-3,2.9,Costa Marchigiana Anconetana (Ancona),earthquake
33319261,2022-11-09T20:24:15.200000,2022-11,43.8765,13.305,10,SURVEY-INGV,ML,'3-4,3.4,Costa Marchigiana Anconetana (Ancona),earthquake
33319341,2022-11-09T20:26:00.490000,2022-11,43.9572,13.3193,9.7,SURVEY-INGV,ML,'2-3,2.4,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33319621,2022-11-09T21:07:11.450000,2022-11,43.9552,13.327,8.7,SURVEY-INGV,ML,'2-3,2.3,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33319821,2022-11-09T21:26:31.680000,2022-11,44.7227,7.6292,9.1,SURVEY-INGV,ML,'2-3,2.5,3 km NE Ruffia (CN),earthquake
33319901,2022-11-09T21:28:37.640000,2022-11,43.9425,13.3463,9,SURVEY-INGV,ML,'2-3,2.1,Costa Marchigiana Anconetana (Ancona),earthquake
33320141,2022-11-09T22:05:35.610000,2022-11,43.9607,13.3763,6.2,BULLETIN-INGV,Mw,'3-4,3.3,Costa Marchigiana Anconetana (Ancona),earthquake
33320221,2022-11-09T22:07:33.200000,2022-11,43.8933,13.3127,8.7,SURVEY-INGV,ML,'2-3,2.3,Costa Marchigiana Anconetana (Ancona),earthquake
33320311,2022-11-09T22:09:51.350000,2022-11,43.9573,13.3613,3.4,SURVEY-INGV,ML,'2-3,2.4,Costa Marchigiana Anconetana (Ancona),earthquake
33320511,2022-11-09T22:19:28.380000,2022-11,43.9548,13.3803,7.9,SURVEY-INGV,ML,'2-3,2.1,Costa Marchigiana Anconetana (Ancona),earthquake
33320761,2022-11-09T22:56:25.120000,2022-11,44.0313,13.3738,6,SURVEY-INGV,ML,'2-3,2.1,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33320821,2022-11-09T22:59:34.810000,2022-11,43.8775,13.2978,7.5,SURVEY-INGV,ML,'2-3,2,Costa Marchigiana Anconetana (Ancona),earthquake
33321031,2022-11-09T23:15:37.510000,2022-11,43.9885,13.3657,3.5,SURVEY-INGV,ML,'2-3,2.7,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33321181,2022-11-09T23:42:27.560000,2022-11,43.9593,13.2917,8.3,SURVEY-INGV,ML,'2-3,2,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33321221,2022-11-09T23:42:41.370000,2022-11,43.9373,13.2168,7.3,SURVEY-INGV,ML,'2-3,2.5,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33321641,2022-11-10T00:02:51.640000,2022-11,43.9988,13.2302,2.5,SURVEY-INGV,ML,'2-3,2.2,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33321691,2022-11-10T00:13:04.840000,2022-11,43.9363,13.3138,7.8,SURVEY-INGV,ML,'2-3,2.4,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33321971,2022-11-10T01:02:07.040000,2022-11,44.0318,13.3393,10,SURVEY-INGV,ML,'2-3,2.1,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33322021,2022-11-10T01:12:26.810000,2022-11,40.6402,15.5832,6.6,SURVEY-INGV,ML,'2-3,2.4,5 km W Picerno (PZ),earthquake
33322161,2022-11-10T01:40:41.680000,2022-11,44.6798,12.6753,32.5,SURVEY-INGV,ML,'2-3,2.4,Costa Ferrarese (Ferrara),earthquake
33322211,2022-11-10T01:43:03.050000,2022-11,43.9435,13.3362,4.8,SURVEY-INGV,ML,'2-3,2.8,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33322351,2022-11-10T02:14:36.060000,2022-11,43.9397,13.299,9.1,SURVEY-INGV,ML,'2-3,2,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33322461,2022-11-10T02:44:02.200000,2022-11,43.907,13.3603,7.7,SURVEY-INGV,ML,'2-3,2.1,Costa Marchigiana Anconetana (Ancona),earthquake
33322971,2022-11-10T03:35:34.250000,2022-11,44.0692,13.2917,12,SURVEY-INGV,ML,'2-3,2,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33324641,2022-11-10T07:26:51.570000,2022-11,41.0218,15.0822,17.2,SURVEY-INGV,ML,'3-4,3.2,2 km NW Frigento (AV),earthquake
33324781,2022-11-10T07:40:43.990000,2022-11,43.9177,13.3498,7,SURVEY-INGV,ML,'2-3,2,Costa Marchigiana Anconetana (Ancona),earthquake
33324861,2022-11-10T07:47:18.320000,2022-11,44.1913,13.2122,10,SURVEY-INGV,ML,'2-3,2.1,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33325051,2022-11-10T07:55:57.960000,2022-11,37.6175,13.1957,8.4,SURVEY-INGV,ML,'2-3,2.1,5 km NW Caltabellotta (AG),earthquake
33325761,2022-11-10T09:08:29.000000,2022-11,43.9663,13.322,7.9,SURVEY-INGV,ML,'3-4,3.4,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33325951,2022-11-10T09:27:00.800000,2022-11,43.9578,13.3647,6.3,SURVEY-INGV,ML,'2-3,2.1,Costa Marchigiana Anconetana (Ancona),earthquake
33326761,2022-11-10T10:39:49.890000,2022-11,43.9318,13.301,9.8,SURVEY-INGV,ML,'2-3,2.6,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33327181,2022-11-10T11:07:00.040000,2022-11,43.9133,13.3367,9.1,SURVEY-INGV,ML,'3-4,3.3,Costa Marchigiana Anconetana (Ancona),earthquake
33327491,2022-11-10T11:23:21.050000,2022-11,43.9423,13.3285,9.1,SURVEY-INGV,ML,'2-3,2,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33327671,2022-11-10T11:32:05.720000,2022-11,43.9607,13.3187,7.8,SURVEY-INGV,ML,'2-3,2.1,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33327851,2022-11-10T11:37:38.730000,2022-11,43.9567,13.3295,8.7,SURVEY-INGV,ML,'3-4,3.2,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33328041,2022-11-10T11:40:29.280000,2022-11,44.0047,13.3573,34.8,SURVEY-INGV,ML,'2-3,2.2,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33328101,2022-11-10T11:43:55.060000,2022-11,43.9577,13.3368,9.4,SURVEY-INGV,ML,'2-3,2,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33328171,2022-11-10T11:47:51.600000,2022-11,43.9738,13.3673,9.7,SURVEY-INGV,ML,'2-3,2.1,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33328301,2022-11-10T11:49:27.210000,2022-11,43.0067,13.0213,12.7,SURVEY-INGV,ML,'2-3,2.3,2 km NE Monte Cavallo (MC),earthquake
33328531,2022-11-10T12:18:52.480000,2022-11,43.9548,13.3748,7.7,SURVEY-INGV,ML,'2-3,2.8,Costa Marchigiana Anconetana (Ancona),earthquake
33328671,2022-11-10T12:23:30.380000,2022-11,43.964,13.3197,8.4,SURVEY-INGV,ML,'2-3,2.4,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33328831,2022-11-10T12:35:52.320000,2022-11,43.8782,13.3227,8.7,BULLETIN-INGV,Mw,'3-4,3.8,Costa Marchigiana Anconetana (Ancona),earthquake
33329161,2022-11-10T12:50:33.660000,2022-11,43.9548,13.38,5.6,SURVEY-INGV,ML,'2-3,2.1,Costa Marchigiana Anconetana (Ancona),earthquake
33329361,2022-11-10T12:55:34.310000,2022-11,43.9505,13.4127,6.6,SURVEY-INGV,ML,'2-3,2,Costa Marchigiana Anconetana (Ancona),earthquake
33329591,2022-11-10T13:05:27.730000,2022-11,43.9527,13.3242,8.3,SURVEY-INGV,ML,'2-3,2.2,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33329671,2022-11-10T13:09:16.220000,2022-11,43.9195,13.3503,8.8,SURVEY-INGV,ML,'2-3,2.4,Costa Marchigiana Anconetana (Ancona),earthquake
33329921,2022-11-10T13:26:01.360000,2022-11,43.9303,13.3677,8.8,SURVEY-INGV,ML,'2-3,2.6,Costa Marchigiana Anconetana (Ancona),earthquake
33330001,2022-11-10T13:27:34.190000,2022-11,43.9398,13.3852,6.9,SURVEY-INGV,ML,'2-3,2.6,Costa Marchigiana Anconetana (Ancona),earthquake
33330751,2022-11-10T14:17:57.000000,2022-11,44.0137,13.293,7,SURVEY-INGV,ML,'2-3,2.7,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33330961,2022-11-10T14:29:54.870000,2022-11,43.95,13.272,8.7,SURVEY-INGV,ML,'2-3,2.2,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33331141,2022-11-10T14:39:27.280000,2022-11,43.9455,13.3412,4.3,SURVEY-INGV,ML,'2-3,2,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33331311,2022-11-10T14:56:04.570000,2022-11,43.854,13.1378,10.9,SURVEY-INGV,ML,'2-3,2.2,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33331451,2022-11-10T15:01:55.350000,2022-11,43.9657,13.4002,6.1,SURVEY-INGV,ML,'2-3,2.9,Costa Marchigiana Anconetana (Ancona),earthquake
33331701,2022-11-10T15:22:09.370000,2022-11,43.9538,13.2098,10.3,SURVEY-INGV,ML,'2-3,2.4,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33332121,2022-11-10T16:04:53.990000,2022-11,43.9208,13.2925,7.6,SURVEY-INGV,ML,'2-3,2.4,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33332231,2022-11-10T16:13:22.820000,2022-11,37.3418,16.2963,10,SURVEY-INGV,ML,'2-3,2.2,Mar Ionio Meridionale (MARE),earthquake
33332891,2022-11-10T17:54:12.160000,2022-11,43.9155,13.3372,6.4,BULLETIN-INGV,Mw,'4-5,4,Costa Marchigiana Anconetana (Ancona),earthquake
33333051,2022-11-10T18:00:31.120000,2022-11,43.8832,13.2985,10.5,SURVEY-INGV,ML,'2-3,2.1,Costa Marchigiana Anconetana (Ancona),earthquake
33333141,2022-11-10T18:02:49.460000,2022-11,43.8883,13.2978,25.6,SURVEY-INGV,ML,'2-3,2.4,Costa Marchigiana Anconetana (Ancona),earthquake
33333551,2022-11-10T18:15:42.610000,2022-11,43.9155,13.334,8.1,SURVEY-INGV,ML,'2-3,2.2,Costa Marchigiana Anconetana (Ancona),earthquake
33333631,2022-11-10T18:19:50.850000,2022-11,43.8743,13.2988,9.6,SURVEY-INGV,ML,'2-3,2,Costa Marchigiana Anconetana (Ancona),earthquake
33333731,2022-11-10T18:23:20.570000,2022-11,43.9605,13.3623,6.8,SURVEY-INGV,ML,'2-3,2,Costa Marchigiana Anconetana (Ancona),earthquake
33333881,2022-11-10T18:33:40.600000,2022-11,43.982,13.3195,8,SURVEY-INGV,ML,'2-3,2.3,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33333991,2022-11-10T18:43:08.670000,2022-11,43.9852,13.2712,6.2,SURVEY-INGV,ML,'2-3,2.1,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33334041,2022-11-10T18:45:38.500000,2022-11,43.1808,13.5053,21.2,SURVEY-INGV,ML,'3-4,3.4,2 km E Mogliano (MC),earthquake
33334191,2022-11-10T18:56:51.480000,2022-11,43.9163,13.3233,9.5,SURVEY-INGV,ML,'2-3,2,Costa Marchigiana Anconetana (Ancona),earthquake
33334311,2022-11-10T19:00:03.320000,2022-11,43.8912,13.3082,9.7,SURVEY-INGV,ML,'2-3,2.3,Costa Marchigiana Anconetana (Ancona),earthquake
33334841,2022-11-10T19:28:49.470000,2022-11,43.9682,13.3907,8,SURVEY-INGV,ML,'2-3,2.1,Costa Marchigiana Anconetana (Ancona),earthquake
33335431,2022-11-10T21:01:29.500000,2022-11,43.9928,13.2905,7.9,SURVEY-INGV,ML,'2-3,2.4,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33335511,2022-11-10T21:17:50.180000,2022-11,37.7847,15.4278,7.7,SURVEY-INGV,ML,'2-3,2.4,Costa Catanese (Catania),earthquake
33335571,2022-11-10T21:20:38.650000,2022-11,43.977,13.409,10,SURVEY-INGV,ML,'2-3,2,Costa Marchigiana Anconetana (Ancona),earthquake
33335631,2022-11-10T21:22:12.360000,2022-11,46.4353,11.6685,12.2,SURVEY-INGV,ML,'2-3,2.8,2 km W Pozza di Fassa (TN),earthquake
33335901,2022-11-10T21:41:11.380000,2022-11,43.6367,9.0113,22.3,SURVEY-INGV,ML,'2-3,2.3,Mar Ligure (MARE),earthquake
33335991,2022-11-10T21:58:41.890000,2022-11,43.9488,13.3602,7.5,SURVEY-INGV,ML,'2-3,2.1,Costa Marchigiana Anconetana (Ancona),earthquake
33336061,2022-11-10T21:59:11.960000,2022-11,43.9383,13.3775,6.3,SURVEY-INGV,ML,'2-3,2.6,Costa Marchigiana Anconetana (Ancona),earthquake
33336991,2022-11-11T01:13:52.750000,2022-11,43.9153,13.3688,8,SURVEY-INGV,ML,'2-3,2.4,Costa Marchigiana Anconetana (Ancona),earthquake
33337361,2022-11-11T02:41:58.830000,2022-11,43.9428,13.3882,7.5,SURVEY-INGV,ML,'2-3,2.1,Costa Marchigiana Anconetana (Ancona),earthquake
33338481,2022-11-11T05:22:12.700000,2022-11,44.0288,13.2507,9.4,SURVEY-INGV,ML,'2-3,2.4,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33338621,2022-11-11T05:47:48.350000,2022-11,43.9552,13.2287,9.1,SURVEY-INGV,ML,'3-4,3,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33338841,2022-11-11T05:54:01.770000,2022-11,44.0072,13.245,9.9,SURVEY-INGV,ML,'2-3,2.5,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33339201,2022-11-11T06:28:47.250000,2022-11,43.9728,13.3503,8.2,SURVEY-INGV,ML,'2-3,2.7,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33339831,2022-11-11T07:51:30.860000,2022-11,43.9565,13.368,6.5,SURVEY-INGV,ML,'2-3,2.2,Costa Marchigiana Anconetana (Ancona),earthquake
33341091,2022-11-11T09:45:50.140000,2022-11,43.9255,13.3157,22.5,SURVEY-INGV,ML,'2-3,2.5,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33342591,2022-11-11T11:11:43.290000,2022-11,43.9572,13.3242,22.3,SURVEY-INGV,ML,'2-3,2.5,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33343741,2022-11-11T13:24:14.120000,2022-11,44.0018,13.2707,9,SURVEY-INGV,ML,'2-3,2.2,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33347001,2022-11-11T18:42:15.300000,2022-11,43.961,13.3993,8.1,SURVEY-INGV,ML,'2-3,2.9,Costa Marchigiana Anconetana (Ancona),earthquake
33347341,2022-11-11T19:16:32.780000,2022-11,43.9813,13.2362,8.7,SURVEY-INGV,ML,'2-3,2.2,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33347701,2022-11-11T19:51:15.280000,2022-11,43.8952,13.3252,8.6,SURVEY-INGV,ML,'2-3,2.3,Costa Marchigiana Anconetana (Ancona),earthquake
33347821,2022-11-11T19:57:11.400000,2022-11,43.9897,13.2927,6.1,SURVEY-INGV,ML,'2-3,2.2,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33348181,2022-11-11T20:41:07.660000,2022-11,43.9403,13.326,8.7,BULLETIN-INGV,Mw,'3-4,3.8,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33349121,2022-11-11T22:34:21.210000,2022-11,43.9693,13.2705,9,SURVEY-INGV,ML,'2-3,2.3,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33349231,2022-11-11T22:38:11.960000,2022-11,43.9678,13.3752,7.1,SURVEY-INGV,ML,'3-4,3.3,Costa Marchigiana Anconetana (Ancona),earthquake
33349551,2022-11-11T22:46:10.800000,2022-11,43.9498,13.3688,7.4,SURVEY-INGV,ML,'2-3,2.7,Costa Marchigiana Anconetana (Ancona),earthquake
33350211,2022-11-11T23:59:25.330000,2022-11,43.9537,13.3557,6.7,SURVEY-INGV,ML,'2-3,2,Costa Marchigiana Anconetana (Ancona),earthquake
33350361,2022-11-12T00:35:43.960000,2022-11,43.931,13.3572,7.1,SURVEY-INGV,ML,'2-3,2.9,Costa Marchigiana Anconetana (Ancona),earthquake
33350601,2022-11-12T00:53:13.900000,2022-11,43.971,13.315,7.7,SURVEY-INGV,ML,'2-3,2.2,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33350881,2022-11-12T00:57:11.950000,2022-11,43.9952,13.4372,9.2,SURVEY-INGV,ML,'2-3,2.5,Costa Marchigiana Anconetana (Ancona),earthquake
33350931,2022-11-12T00:58:54.210000,2022-11,43.975,13.4103,10,SURVEY-INGV,ML,'2-3,2.3,Costa Marchigiana Anconetana (Ancona),earthquake
33351551,2022-11-12T02:19:11.130000,2022-11,43.9945,13.272,12.1,SURVEY-INGV,ML,'2-3,2,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33351651,2022-11-12T02:41:59.890000,2022-11,44.0107,13.3838,9.6,SURVEY-INGV,ML,'2-3,2,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33351931,2022-11-12T03:56:40.580000,2022-11,44.0022,13.3338,10,SURVEY-INGV,ML,'2-3,2,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33352141,2022-11-12T04:12:21.690000,2022-11,43.9727,13.3512,6.4,SURVEY-INGV,ML,'2-3,2,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33352181,2022-11-12T04:16:21.200000,2022-11,44.0027,13.3363,10,SURVEY-INGV,ML,'2-3,2.6,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33353211,2022-11-12T06:28:14.700000,2022-11,43.9978,13.3207,6.7,SURVEY-INGV,ML,'2-3,2.7,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33354351,2022-11-12T08:38:44.590000,2022-11,44.0097,13.3908,9.6,SURVEY-INGV,ML,'2-3,2.1,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33354851,2022-11-12T09:21:51.820000,2022-11,43.9877,13.3913,5.6,SURVEY-INGV,ML,'2-3,2,Costa Marchigiana Anconetana (Ancona),earthquake
33355971,2022-11-12T11:03:38.130000,2022-11,44.0812,13.474,9.4,SURVEY-INGV,ML,'2-3,2.4,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33356681,2022-11-12T12:04:55.280000,2022-11,39.1682,14.9262,179.5,SURVEY-INGV,ML,'2-3,2.6,Tirreno Meridionale (MARE),earthquake
33357091,2022-11-12T12:47:43.120000,2022-11,43.9692,13.3327,8.7,SURVEY-INGV,ML,'3-4,3.1,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33360041,2022-11-12T17:29:45.110000,2022-11,43.9855,13.3268,10,SURVEY-INGV,ML,'2-3,2.1,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33360331,2022-11-12T17:48:51.960000,2022-11,44.2458,13.5182,10,SURVEY-INGV,ML,'2-3,2,Adriatico Settentrionale (MARE),earthquake
33360371,2022-11-12T17:52:22.320000,2022-11,43.9658,13.3593,7.5,SURVEY-INGV,ML,'2-3,2.5,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33360491,2022-11-12T18:19:26.630000,2022-11,43.9602,13.3688,7.2,SURVEY-INGV,ML,'2-3,2.4,Costa Marchigiana Anconetana (Ancona),earthquake
33361001,2022-11-12T19:01:14.920000,2022-11,43.9508,13.3522,7.1,SURVEY-INGV,ML,'2-3,2.2,Costa Marchigiana Anconetana (Ancona),earthquake
33361051,2022-11-12T19:15:07.250000,2022-11,43.9868,13.4713,10,SURVEY-INGV,ML,'2-3,2,Costa Marchigiana Anconetana (Ancona),earthquake
33361721,2022-11-12T21:19:05.600000,2022-11,43.9653,13.3473,8.1,SURVEY-INGV,ML,'2-3,2.2,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33362061,2022-11-12T21:37:54.549000,2022-11,40.7965,14.117,2,SURVEY-INGV-OV#SiSmi,Md,'2-3,2.7,Campi Flegrei,earthquake
33362151,2022-11-12T22:17:36.000000,2022-11,44.0213,13.1912,24.7,SURVEY-INGV,ML,'2-3,2,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33362421,2022-11-12T23:13:48.350000,2022-11,37.4908,14.9283,9.6,SURVEY-INGV,ML,'2-3,2,4 km SW Motta Sant'Anastasia (CT),earthquake
33362661,2022-11-12T23:46:29.280000,2022-11,43.9662,13.3983,10,SURVEY-INGV,ML,'2-3,2.2,Costa Marchigiana Anconetana (Ancona),earthquake
33362731,2022-11-12T23:50:34.300000,2022-11,43.9803,13.3283,5.9,SURVEY-INGV,ML,'2-3,2.2,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33362851,2022-11-13T00:23:38.240000,2022-11,44.0522,13.3452,9.9,SURVEY-INGV,ML,'2-3,2.1,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33363081,2022-11-13T01:23:27.760000,2022-11,43.9438,13.3508,8.1,SURVEY-INGV,ML,'2-3,2.1,Costa Marchigiana Anconetana (Ancona),earthquake
33363171,2022-11-13T01:27:52.430000,2022-11,43.9473,13.3605,8,SURVEY-INGV,ML,'2-3,2.2,Costa Marchigiana Anconetana (Ancona),earthquake
33363411,2022-11-13T02:03:01.160000,2022-11,43.9623,13.3517,6.4,SURVEY-INGV,ML,'2-3,2.4,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33363681,2022-11-13T02:17:48.560000,2022-11,43.938,13.3427,8.4,SURVEY-INGV,ML,'2-3,2.3,Costa Marchigiana Anconetana (Ancona),earthquake
33363791,2022-11-13T02:38:03.380000,2022-11,44.0218,13.3805,6.4,SURVEY-INGV,ML,'2-3,2,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33364621,2022-11-13T06:21:17.840000,2022-11,43.9577,13.3575,7.6,SURVEY-INGV,ML,'2-3,2,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33364901,2022-11-13T06:37:30.820000,2022-11,43.9525,13.3627,8.4,SURVEY-INGV,ML,'2-3,2.9,Costa Marchigiana Anconetana (Ancona),earthquake
33365751,2022-11-13T08:43:30.550000,2022-11,43.9163,13.3233,10,SURVEY-INGV,ML,'2-3,2.2,Costa Marchigiana Anconetana (Ancona),earthquake
33367411,2022-11-13T11:29:19.060000,2022-11,43.9672,13.3607,6.1,SURVEY-INGV,ML,'2-3,2.1,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33367471,2022-11-13T11:29:49.990000,2022-11,43.9847,13.3807,6.6,SURVEY-INGV,ML,'2-3,2.4,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33367951,2022-11-13T12:32:35.160000,2022-11,43.9355,13.3152,7,SURVEY-INGV,ML,'2-3,2.2,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33368471,2022-11-13T14:01:53.600000,2022-11,46.3363,12.631,9.7,SURVEY-INGV,ML,'2-3,2,7 km SW Forni di Sotto (UD),earthquake
33369771,2022-11-13T16:33:16.260000,2022-11,45.8508,6.8918,11.2,SURVEY-INGV,ML,'2-3,2,"V3 Monte Bianco (ITALIA, FRANCIA, SVIZZERA)",earthquake
33370891,2022-11-13T21:29:03.680000,2022-11,43.9603,13.3157,8.7,SURVEY-INGV,ML,'2-3,2.6,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33371031,2022-11-13T21:37:18.880000,2022-11,43.9667,13.3185,8.9,SURVEY-INGV,ML,'2-3,2.5,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33371101,2022-11-13T21:38:15.420000,2022-11,43.9482,13.2345,5,SURVEY-INGV,ML,'2-3,2,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
33371191,2022-11-13T21:45:56.160000,2022-11,38.3677,15.4033,116.7,SURVEY-INGV,ML,'2-3,2.4,Costa Siciliana nord-orientale (Messina),earthquake
33371831,2022-11-13T23:44:42.510000,2022-11,43.9847,13.3435,6.8,SURVEY-INGV,ML,'2-3,2,Costa Marchigiana Pesarese (Pesaro-Urbino),earthquake
